state_label,mean_wrench_norm,std_wrench_norm,mean_tau_ext_norm,std_tau_ext_norm,mean_ee_vz,std_ee_vz,count
BASELINE,4.854768530573189,0.043357264289432255,1.8270622258574518,0.029532878082061197,7.552796423668781e-06,0.0008176830091695566,1138
CLOSING,4.850872201466555,0.05044399249882774,1.806586847244354,0.04601346462173931,-3.2847573080023675e-06,0.0008983606327670563,209
CONTACT,4.885433447106133,0.048916198478058864,1.7667302041449142,0.031727079648637725,-3.489072625467319e-06,0.0008729388685497453,1107
CONTACT_CONFIRMED,4.224136783982152,0.16002520586013255,1.252860204111962,0.11092170581743911,5.833144567187496e-05,0.0014053940631736286,474
EVALUATE,5.379066635951455,0.09304466241078044,1.8330302923532396,0.046329354880469895,-4.222321720354588e-05,0.0011490508194884794,213
GRASP_1,4.181496168269872,0.20424226378370613,1.1795458693395413,0.1697583734535294,-5.9564009591367256e-06,0.0011037904217309235,785
GRASP_2,4.356577027229773,0.1296166475765277,1.2869551408070254,0.10912966435290411,-2.1151708687613e-05,0.0009807561714025683,790
GRASP_3,4.22973566229432,0.14211794923353244,1.1883747420378465,0.09708889643987442,-3.629026370939806e-05,0.0008545468177808971,808
GRASP_4,4.349978821087204,0.10991004146171053,1.269753496020101,0.08756533797615533,-1.5389726802010348e-06,0.001370102566864799,794
GRASP_5,4.385619217246025,0.11212390822536604,1.278214786313764,0.0822714390802187,-9.548224686398778e-05,0.0013872701147692255,805
GRASP_6,4.382796450471928,0.12517356657832288,1.2834750297733906,0.08828965434397652,6.530348505608081e-05,0.0013664227615318048,814
UPLIFT,5.3078571100423995,0.465125421612621,1.7881170926359113,0.21473893560219445,0.009286018140015105,0.0055837722075854235,225
