state_label,mean_wrench_norm,std_wrench_norm,mean_tau_ext_norm,std_tau_ext_norm,mean_ee_vz,std_ee_vz,count
BASELINE,4.831346637491069,0.07090171492203598,1.8297403540372088,0.05564161463164457,6.35332197750862e-05,0.0012571061240090062,1150
CLOSING,4.8366089812626,0.07824908440895997,1.8164923326706996,0.06269339947633636,0.00014567622455859299,0.001285227731547396,200
CONTACT,4.830451765859181,0.040679701965696015,1.8501996596746952,0.036809469973204244,1.4898791302369255e-05,0.0009533490105306912,1099
CONTACT_CONFIRMED,4.539859212645398,0.28329694161873054,1.60010990422823,0.21209837327542372,1.5732824022075368e-05,0.0021361540217261794,113
EVALUATE,5.251941989736319,0.07165879537332738,1.8524822623718868,0.03919720605343192,5.979747468337302e-05,0.001200887924753137,212
GRASP_1,4.111260934167618,0.20657324706489028,1.2589462979073698,0.1605043577967728,-4.74457703669673e-06,0.0009724381450292702,768
GRASP_2,4.165583744069987,0.10136603139196744,1.261807438088151,0.07959408271276065,-2.115799178182924e-05,0.0009867241270275417,768
GRASP_3,4.0888468211345455,0.13249081778310123,1.1999808456753789,0.08886612793085596,-8.984232153468577e-06,0.00105888361698772,792
GRASP_4,4.0605454713960425,0.0999887579834165,1.1801173800106282,0.07359587315012503,3.3873444483462005e-05,0.0011140569574591812,796
GRASP_5,4.249791902692823,0.11522430999216059,1.3068885784076756,0.09776844544542161,1.1100512864368718e-05,0.0009202435969524682,783
GRASP_6,4.23896851061185,0.07931159551589848,1.3036124176272237,0.04953581921129847,3.240715185224181e-05,0.0009757221221519507,778
GRASP_7,4.240272861659059,0.0993456856620374,1.3121620831438876,0.06235078774647772,-8.483471093946623e-06,0.0009895125055617631,818
UPLIFT,5.201819646307306,0.4503653254752044,1.8248025157564842,0.20396193222754816,0.009466318550255195,0.005466814443890461,219
