state_label,mean_wrench_norm,std_wrench_norm,mean_tau_ext_norm,std_tau_ext_norm,mean_ee_vz,std_ee_vz,count
BASELINE,3.9235913037517127,0.06450496486190682,1.3792609326806609,0.042382625310595404,2.8935880159622448e-05,0.001076964865463703,1150
CLOSING,3.9060990796068356,0.03718798097198882,1.388922156866709,0.032587652154582605,-0.00016359438199940482,0.0010057159431853943,79
CLOSING_COMMAND,3.9379007172890907,0.019343645630104156,1.390756490417273,0.020949875416268447,5.150607707618182e-05,0.0005914964751355653,11
CONTACT,3.8279719181518903,0.051402787411652766,1.3152754956142485,0.04525330735591053,-6.12282106637005e-05,0.0009865259803297321,1111
CONTACT_CONFIRMED,3.5479719534794505,0.3999400345358382,1.1697115717321191,0.178865727224568,-7.930939590264385e-05,0.0020434920873277545,109
EVALUATE,5.481331582850319,0.10224693987123927,2.116194093839364,0.049633463012630746,-3.649061980522308e-05,0.0011260604103629746,220
GRASP_1,2.8015663412694702,0.2932936504502343,0.8053301115979344,0.14846370766008932,-2.749407330375283e-05,0.0010938431752373467,792
GRASP_2,2.9924620831637085,0.2462864651968604,0.8943482554664574,0.11624280235098954,-3.3796873111959465e-06,0.0008629164630287076,809
GRASP_3,2.7405299422263276,0.22520493819748638,0.7563254408152184,0.09824355401746702,-4.453492573437345e-05,0.0009011765347679604,806
GRASP_4,3.03702633748045,0.21398760706051317,0.8884161190357932,0.10486446929322271,4.43294242517156e-05,0.0008602270147864833,822
GRASP_5,3.03503069327986,0.16518170706930635,0.8929984586707284,0.065772692026254,-2.1789626185902597e-05,0.0008623281425217288,788
GRASP_6,2.9979187955197695,0.1801504136817369,0.8771454770174303,0.07593178594371854,-1.5187174912687607e-05,0.0008421729890749848,825
UPLIFT,5.222591329466789,0.8466295415005822,1.9703553007291281,0.412485577563156,0.009517240745174413,0.005821438827396038,218
