state_label,mean_wrench_norm,std_wrench_norm,mean_tau_ext_norm,std_tau_ext_norm,mean_ee_vz,std_ee_vz,count
BASELINE,4.767919639492696,0.05356976351392918,1.8427322438347535,0.04482980577422912,2.0031350780110618e-05,0.0011004111918107343,1157
CLOSING,4.759714611684379,0.06879850352724887,1.8270869588653287,0.06300037345607712,-0.00015801747724532723,0.0011591928433926958,137
CLOSING_COMMAND,4.74670536009,,1.83895329528,,-0.000219973658643,,1
CONTACT,4.734797459864982,0.03597523842187728,1.7396711055465008,0.026533372835810677,-1.4668246200860437e-05,0.0007905935320321565,1106
CONTACT_CONFIRMED,4.307411840116096,0.23509568502377803,1.3643562994378076,0.1981702508600788,2.915617462908328e-05,0.0014167347435470098,187
EVALUATE,5.308005858928521,0.10594482111562317,1.872806070215426,0.04772199437896675,0.0002541818629064704,0.0012553156424457087,223
GRASP_1,4.098520151782365,0.14604383472707394,1.1989467872576487,0.1208620998694085,3.078878234195825e-05,0.0007725923749579539,774
GRASP_2,4.303527511618118,0.11325685478166791,1.306790951271946,0.10071603819414149,2.9143112271348423e-05,0.001133995373269999,776
GRASP_3,4.28088510915584,0.08778960859335366,1.2916139123369406,0.057947499877408416,-5.974289655423339e-05,0.0012351537830818506,791
GRASP_4,4.134121958799569,0.14293797946290435,1.183598699541724,0.09328288917864107,-7.658415607596548e-05,0.0012181462805765566,812
GRASP_5,4.068813293183321,0.10065819267990536,1.1429117929103332,0.07570677591014796,-1.9613049919621707e-06,0.0011430440940890278,810
GRASP_6,4.085624586321125,0.1226532783551592,1.1435894973155094,0.10429794883459338,6.874921252928297e-05,0.0010226781857796663,791
UPLIFT,5.20072577791061,0.48120420140624676,1.811874328378169,0.242259023663689,0.009691617543923494,0.005595997604800009,213
