state_label,mean_wrench_norm,std_wrench_norm,mean_tau_ext_norm,std_tau_ext_norm,mean_ee_vz,std_ee_vz,count
BASELINE,5.019225452269605,0.019420503996598254,1.8386823452521182,0.031616347186596575,-2.2366247248311813e-05,0.0009150760850103637,1166
CLOSING,5.023677079860371,0.03247860979357805,1.8309187844297885,0.039891953262524836,5.191020799457496e-05,0.0009421294292347726,189
CONTACT,5.415556713767527,0.04366313901138022,1.8262677503049727,0.03743245527645609,-1.0763051288188494e-05,0.0009679291751054507,1104
CONTACT_CONFIRMED,4.22866661591888,0.5776893023947952,1.2515942367517283,0.2761198415893678,-6.8264836673941565e-06,0.0017264329322733496,232
EVALUATE,8.37373281854156,0.12037914075848781,3.7370923186531195,0.06255669440690842,0.0002106121823540261,0.0012833574850922701,218
GRASP_1,3.9553175238972456,0.440613895539952,1.1979316110149163,0.18387776112307,9.902491238340496e-05,0.0010238419077157758,777
GRASP_2,4.006645195113032,0.1818755642739453,1.2146741299096644,0.07728531886838944,-2.7827772588012654e-06,0.0010559966744022285,775
GRASP_3,3.997597844962165,0.2620126643066553,1.1647172631391516,0.12214702111526488,-4.157022517297699e-05,0.0010482041189907242,1603
GRASP_5,4.119087189062105,0.21269122987322756,1.2341669785569005,0.08468718802578305,7.502618823444085e-05,0.0012132895507043166,784
GRASP_6,4.127404473724045,0.23372261931330238,1.2397957112003994,0.09581918700357267,1.4817644684165653e-05,0.0011627705374826671,801
UPLIFT,7.7684737229139085,1.5148102904951533,3.319919030216819,0.8548653846796066,0.009063282762433048,0.006241358156902224,220
