state_label,mean_wrench_norm,std_wrench_norm,mean_tau_ext_norm,std_tau_ext_norm,mean_ee_vz,std_ee_vz,count
BASELINE,4.758937797851895,0.053290100757482674,1.8383252815414237,0.0379899619104676,4.5420637934517686e-05,0.0010603399309162828,1145
CLOSING,4.758171034026197,0.05739212467178558,1.826269570202113,0.050891446009970163,0.0001385595533424553,0.0010640381365922714,142
CONTACT,4.697873599244165,0.05038482331987058,1.7199703806351179,0.03069071995357475,-1.835917156814506e-05,0.0008796931572112969,1102
CONTACT_CONFIRMED,4.231316006374177,0.2198749944242226,1.3298771066260442,0.16897041962120427,-7.629972261590278e-05,0.0016648324735135597,316
EVALUATE,5.303771897881982,0.11843791342157838,1.8705319708198649,0.05538922394600195,0.00019703586809958337,0.001586898012228474,222
GRASP_1,4.151667387890665,0.12686785971459105,1.2397535277502525,0.10598269118911345,6.160946060536971e-05,0.001104387762453869,752
GRASP_2,4.337589115204669,0.10545378640480271,1.3179563785134867,0.09359729018316594,2.6634430529482707e-05,0.001208922501282507,803
GRASP_3,4.3270623658049505,0.09611130301880581,1.3293167551666876,0.06298574025601271,-4.9044137600197966e-05,0.0010122126123355184,806
GRASP_4,4.32056688864209,0.09733860670563614,1.3099713527707744,0.06333949058027433,-2.8446178898184134e-05,0.001294582408009654,775
UPLIFT,5.234611323192749,0.42275305109444433,1.8346598828852132,0.1997362541332285,0.010132865145669068,0.005731199480667764,211
