state_label,mean_wrench_norm,std_wrench_norm,mean_tau_ext_norm,std_tau_ext_norm,mean_ee_vz,std_ee_vz,count
BASELINE,5.212062270936145,0.09175114038257921,1.9312110760690209,0.059165731687611155,3.868758493496861e-06,0.001272162622915275,1144
CLOSING,5.222377638662011,0.08453342990097776,1.9288616947612847,0.05743997077768282,0.00013534461657438025,0.0011997542004828167,179
CONTACT,5.3388700740049595,0.1015434269412009,2.0060000127636073,0.06507800673586082,-4.123399134778111e-05,0.0014712347633394453,1109
CONTACT_CONFIRMED,4.697290378383521,0.16314010819548785,1.4533235833956808,0.1299117979045074,-0.00011518429195724216,0.0012486990859625288,551
EVALUATE,5.444663908090818,0.08401847132458777,2.0454465073245456,0.035741972362457054,5.51654284980535e-05,0.0009666541816448586,220
GRASP_1,4.62293469641329,0.21786478435925574,1.3938453465141052,0.18049312064967443,4.202541403866047e-05,0.0009509881315321129,760
GRASP_2,4.704705983873958,0.14787390878440204,1.4852124832390818,0.11174397926313351,2.0186090918404684e-05,0.0008456828827596981,806
GRASP_3,4.837888603376112,0.08750582787892444,1.553795446404497,0.060394411836926495,-1.4896668249302691e-05,0.0010096902919112243,805
GRASP_4,4.8622043452260835,0.08151846107866167,1.5652405226630675,0.05321955109918178,6.1482656694258415e-06,0.0009699634733358495,789
GRASP_5,4.852887896967693,0.08720803141615001,1.5509403653578429,0.0604457258634875,3.8274932185418666e-05,0.0009964888601789116,802
UPLIFT,5.450339296273104,0.28920901451836567,1.9710589344053424,0.17987299354118813,0.010116888483928133,0.005535229168954619,219
