state_label,mean_wrench_norm,std_wrench_norm,mean_tau_ext_norm,std_tau_ext_norm,mean_ee_vz,std_ee_vz,count
BASELINE,4.656155886152223,0.06809563009821205,1.7363559306021885,0.047244969142755014,-1.2180949182852692e-05,0.0010913144266080797,1156
CLOSING,4.649705294907223,0.049530780769255336,1.7286165853648148,0.04976369811518136,-4.198735066928443e-05,0.0011906859851171807,54
CONTACT,4.767902651426041,0.06469411025197935,1.73897495733702,0.04938259358200764,-1.1811579956715736e-05,0.0011310801447542368,1104
CONTACT_CONFIRMED,4.1226555362847686,0.30509057042093823,1.3060830952612803,0.19048862591626892,-6.289569568030084e-05,0.001381683037020376,453
EVALUATE,5.538556353163785,0.11191107931581404,2.1247890114787853,0.049770429472357165,0.00010283936271708645,0.0012589877166228293,214
GRASP_1,4.038687828869948,0.21307650146018148,1.2112260587664607,0.16092377116507908,5.329394314939565e-05,0.0008455892818810584,777
GRASP_10,4.302323803833627,0.1263717175970562,1.3433208258214677,0.07018413555595954,3.119844603554976e-05,0.0012719355786705647,797
GRASP_11,4.2974584711533454,0.11236425942805736,1.328277999166493,0.05858202775850737,4.303765154364527e-05,0.0011369476010720317,807
GRASP_12,4.082547706139561,0.13815724146228914,1.1908573766422066,0.07768626949481525,-8.388018819639117e-05,0.0010233647926189869,775
GRASP_13,4.072035680462352,0.17841184420888065,1.1774146244247423,0.11272797851425205,5.466178944724068e-05,0.0011510872843239254,795
GRASP_14,4.071823123234364,0.1881866204343899,1.1733446760808928,0.12202398582276835,5.4092621897136066e-05,0.0013585116813782101,811
GRASP_2,4.052034657028915,0.175242568112299,1.1716789780215893,0.1196115352500832,-8.433369719820732e-05,0.001350318729131764,774
GRASP_3,4.242256296471942,0.12474962152247472,1.3033921365397334,0.08384783048861993,9.171939309638008e-05,0.001258049104498734,788
GRASP_4,4.043629388683434,0.18266295957353046,1.183609212286068,0.10657649238318616,-5.459656399574906e-06,0.0010422190807283255,824
GRASP_5,4.2787859994029285,0.14579872404167646,1.3345182992185485,0.100673540255378,-9.399380310151688e-05,0.0010191762590201637,806
GRASP_6,4.2719405412629206,0.12529564603974416,1.3229314547471556,0.07485231411350458,-2.1309421796819178e-05,0.001273982749690984,791
GRASP_7,4.077315282565325,0.15903326282198543,1.232913700220825,0.07877656491912872,3.249537357257351e-05,0.001053232474335844,800
GRASP_8,4.181350379822887,0.15373428998691538,1.2759510195105928,0.08825250043481682,1.6054411876112717e-05,0.0010742550287804757,793
GRASP_9,4.219861613320198,0.14449902060872483,1.2975678070436727,0.07938821815183852,8.635943809633683e-07,0.001009038847972052,806
UPLIFT,5.432310234111991,0.569159241406942,2.012179436194434,0.33111482564489947,0.00910938720877931,0.005646929306926825,221
